trajectory_id,frame,full_instruction_ref,current_step_index,current_step_text,transition_event,full_condition,current_condition,hold_condition,steps_since_transition,cumulative_transition_count
coffee_table/case515,10,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],10,0
coffee_table/case515,11,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],11,0
coffee_table/case515,12,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],12,0
coffee_table/case515,13,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],13,0
coffee_table/case515,14,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],14,0
coffee_table/case515,15,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],15,0
coffee_table/case515,16,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],16,0
coffee_table/case515,17,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],17,0
coffee_table/case515,18,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],18,0
coffee_table/case515,19,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],19,0
coffee_table/case515,20,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],20,0
coffee_table/case515,21,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],21,0
coffee_table/case515,22,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],22,0
coffee_table/case515,23,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],23,0
coffee_table/case515,24,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],24,0
coffee_table/case515,25,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],25,0
coffee_table/case515,26,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],26,0
coffee_table/case515,27,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],27,0
coffee_table/case515,28,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],28,0
coffee_table/case515,29,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],29,0
coffee_table/case515,30,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],30,0
coffee_table/case515,31,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],31,0
coffee_table/case515,32,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],32,0
coffee_table/case515,33,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],33,0
coffee_table/case515,34,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],34,0
coffee_table/case515,35,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],35,0
coffee_table/case515,36,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],36,0
coffee_table/case515,37,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],37,0
coffee_table/case515,38,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],38,0
coffee_table/case515,39,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],39,0
coffee_table/case515,40,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],40,0
coffee_table/case515,41,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],41,0
coffee_table/case515,42,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],42,0
coffee_table/case515,43,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],43,0
coffee_table/case515,44,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],44,0
coffee_table/case515,45,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],45,0
coffee_table/case515,46,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],46,0
coffee_table/case515,47,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],47,0
coffee_table/case515,48,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],48,0
coffee_table/case515,49,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],49,0
coffee_table/case515,50,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],50,0
coffee_table/case515,51,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],51,0
coffee_table/case515,52,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],52,0
coffee_table/case515,53,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],53,0
coffee_table/case515,54,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],54,0
coffee_table/case515,55,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],55,0
coffee_table/case515,56,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],56,0
coffee_table/case515,57,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],57,0
coffee_table/case515,58,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],58,0
coffee_table/case515,59,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],59,0
coffee_table/case515,60,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],60,0
coffee_table/case515,61,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],61,0
coffee_table/case515,62,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],62,0
coffee_table/case515,63,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],63,0
coffee_table/case515,64,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],64,0
coffee_table/case515,65,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],65,0
coffee_table/case515,66,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],66,0
coffee_table/case515,67,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],67,0
coffee_table/case515,68,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],68,0
coffee_table/case515,69,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],69,0
coffee_table/case515,70,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],70,0
coffee_table/case515,71,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],71,0
coffee_table/case515,72,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],72,0
coffee_table/case515,73,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],73,0
coffee_table/case515,74,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],74,0
coffee_table/case515,75,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],75,0
coffee_table/case515,76,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],76,0
coffee_table/case515,77,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],77,0
coffee_table/case515,78,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],78,0
coffee_table/case515,79,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],79,0
coffee_table/case515,80,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],80,0
coffee_table/case515,81,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],81,0
coffee_table/case515,82,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],82,0
coffee_table/case515,83,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],83,0
coffee_table/case515,84,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],84,0
coffee_table/case515,85,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],85,0
coffee_table/case515,86,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],86,0
coffee_table/case515,87,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],87,0
coffee_table/case515,88,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],88,0
coffee_table/case515,89,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],89,0
coffee_table/case515,90,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],90,0
coffee_table/case515,91,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],91,0
coffee_table/case515,92,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],92,0
coffee_table/case515,93,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],93,0
coffee_table/case515,94,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],94,0
coffee_table/case515,95,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],95,0
coffee_table/case515,96,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],96,0
coffee_table/case515,97,coffee_table/case515,0,Pick up the frypan from the coffee table.,0,"Set up a cooking and preparation station to heat milk in a frypan on a stove and create a dessert-drink blend by mixing chocolate pudding, orange juice, and wine in a black bowl before transferring it to a basket.",Pick up the frypan from the coffee table.,[HOLD],97,0
