trajectory_id,frame,full_instruction_ref,current_step_index,current_step_text,transition_event,full_condition,current_condition,hold_condition,steps_since_transition,cumulative_transition_count
study_table/case47,23,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],23,0
study_table/case47,24,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],24,0
study_table/case47,25,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],25,0
study_table/case47,26,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],26,0
study_table/case47,27,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],27,0
study_table/case47,28,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],28,0
study_table/case47,29,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],29,0
study_table/case47,30,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],30,0
study_table/case47,31,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],31,0
study_table/case47,32,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],32,0
study_table/case47,33,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],33,0
study_table/case47,34,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],34,0
study_table/case47,35,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],35,0
study_table/case47,36,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],36,0
study_table/case47,37,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],37,0
study_table/case47,38,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],38,0
study_table/case47,39,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],39,0
study_table/case47,40,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],40,0
study_table/case47,41,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],41,0
study_table/case47,42,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],42,0
study_table/case47,43,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],43,0
study_table/case47,44,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],44,0
study_table/case47,45,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],45,0
study_table/case47,46,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],46,0
study_table/case47,47,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],47,0
study_table/case47,48,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],48,0
study_table/case47,49,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],49,0
study_table/case47,50,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],50,0
study_table/case47,51,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],51,0
study_table/case47,52,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],52,0
study_table/case47,53,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],53,0
study_table/case47,54,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],54,0
study_table/case47,55,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],55,0
study_table/case47,56,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],56,0
study_table/case47,57,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],57,0
study_table/case47,58,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],58,0
study_table/case47,59,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],59,0
study_table/case47,60,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],60,0
study_table/case47,61,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],61,0
study_table/case47,62,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],62,0
study_table/case47,63,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],63,0
study_table/case47,64,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],64,0
study_table/case47,65,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],65,0
study_table/case47,66,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],66,0
study_table/case47,67,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],67,0
study_table/case47,68,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],68,0
study_table/case47,69,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],69,0
study_table/case47,70,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],70,0
study_table/case47,71,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],71,0
study_table/case47,72,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],72,0
study_table/case47,73,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],73,0
study_table/case47,74,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],74,0
study_table/case47,75,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],75,0
study_table/case47,76,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],76,0
study_table/case47,77,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],77,0
study_table/case47,78,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],78,0
study_table/case47,79,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],79,0
study_table/case47,80,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],80,0
study_table/case47,81,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],81,0
study_table/case47,82,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],82,0
study_table/case47,83,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],83,0
study_table/case47,84,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],84,0
study_table/case47,85,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],85,0
study_table/case47,86,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],86,0
study_table/case47,87,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],87,0
study_table/case47,88,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],88,0
study_table/case47,89,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],89,0
study_table/case47,90,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],90,0
study_table/case47,91,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],91,0
study_table/case47,92,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],92,0
study_table/case47,93,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],93,0
study_table/case47,94,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],94,0
study_table/case47,95,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],95,0
study_table/case47,96,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],96,0
study_table/case47,97,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],97,0
study_table/case47,98,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],98,0
study_table/case47,99,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],99,0
study_table/case47,100,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],100,0
study_table/case47,101,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],101,0
study_table/case47,102,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],102,0
study_table/case47,103,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],103,0
study_table/case47,104,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],104,0
study_table/case47,105,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],105,0
study_table/case47,106,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],106,0
study_table/case47,107,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],107,0
study_table/case47,108,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],108,0
study_table/case47,109,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],109,0
study_table/case47,110,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],110,0
study_table/case47,111,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],111,0
study_table/case47,112,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],112,0
study_table/case47,113,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],113,0
study_table/case47,114,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],114,0
study_table/case47,115,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],115,0
study_table/case47,116,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],116,0
study_table/case47,117,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],117,0
study_table/case47,118,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],118,0
study_table/case47,119,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],119,0
study_table/case47,120,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],120,0
study_table/case47,121,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],121,0
study_table/case47,122,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],122,0
study_table/case47,123,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],123,0
study_table/case47,124,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],124,0
study_table/case47,125,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],125,0
study_table/case47,126,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],126,0
study_table/case47,127,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],127,0
study_table/case47,128,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],128,0
study_table/case47,129,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],129,0
study_table/case47,130,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],130,0
study_table/case47,131,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],131,0
study_table/case47,132,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],132,0
study_table/case47,133,study_table/case47,0,Pick up the cream cheese from the study table,0,"The task involves preparing a serving of cream cheese by picking it up from the study table, carrying it, and placing it onto a plate.",Pick up the cream cheese from the study table,[HOLD],133,0
